time,IP,userId,userNick,comment,score,processComment,jieba
1674662400,河南,02c370ec-6c87-4780-bcfe-c0bba540c6e4,同程会员_DBA44451132,风景很不错，就是人比较多，有点挤,6,风景很不错就是人比较多有点挤,风景 不错 比较 挤
1697299200,河南,2fc08449-93d3-4783-96ae-cefddbb2cd60,金木水火土,景色特别美，满山的红叶刚刚变红！,10,景色特别美满山的红叶刚刚变红,景色 特别 美满 山 红叶 刚刚 变 红
1719849600,河南,57062851-51fa-4ce5-a4eb-306988bd22d3,FE9D66AAD8330CF0,我们迷路，杨导游帮我们解决问题，谢谢他老君山太仙境了，拍不了的仙境，太漂亮了,10,我们迷路杨导游帮我们解决问题谢谢他老君山太仙境了拍不了的仙境太漂亮了,迷路 杨 导游 帮 解决问题 谢谢 老君山 太 仙境 拍 不了 仙境 太漂亮
1730390400,河南,56080436-7c86-4736-ace7-c5276b711c4d,同程会员_43ADCCA5296,没人说3点半后就不能爬了啊，门票白买，进门就走,3,没人说点半后就不能爬了啊门票白买进门就走,没人 说点 半后 不能 爬 门票 白买 进门 走
1713801600,未知,8aced606-12c1-41cc-b0df-b89b98560b51,同程会员_41F2EA44CCA,景色真的超美，超好看！而且步道比较平缓，真的不咋累，可以欣赏美景。导游小李也很细心，各个事项都说的很详细，点赞！,10,景色真的超美超好看而且步道比较平缓真的不咋累可以欣赏美景导游小李也很细心各个事项都说的很详细点赞,景色 真的 超美超 好看 步 道 比较 平缓 真的 累 欣赏 美景 导游 李 细心 事项 详细 点赞
1687536000,河南,c1e9ba35-d4b5-4f29-b659-4673be134d77,同程会员_F27D65DD6C8,缆车玻璃随时擦，很透亮，坐在里面拍照不受影响。坐了两道缆车，从十里画屏往上步行，一路景色很美很仙，登项也不是很累。就是山上播放的现代音乐感觉不太好，如果播放古典道教的轻音乐会更有意境。山下气温30多度，但山上很凉快，中午12点多都感觉不到热。,10,缆车玻璃随时擦很透亮坐在里面拍照不受影响坐了两道缆车从十里画屏往上步行一路景色很美很仙登项也不是很累就是山上播放的现代音乐感觉不太好如果播放古典道教的轻音乐会更有意境山下气温多度但山上很凉快中午点多都感觉不到热,缆车 玻璃 擦 透亮 坐在 里面 拍照 受 影响 坐 两道 缆车 十里 画屏 步行 一路 景色 很美 仙 登项 很累 山上 播放 现代 音乐 感觉 不太好 播放 古典 道教 轻 音乐会 更 意境 山下 气温 多度 山上 凉快 中午 点多 感觉 不到 热
1675267200,河南,e727f9b0-1670-45e9-b8a5-c081428b53fc,同程会员_F8F57568D9B,优点:风景还是不错了，十里画屏有种国画的美感，金殿也是非常出片的地方。缺点:道路修的比较的窄，如果客流量多了以后可能会拥堵，路上见到了两次因为拥堵而发生争吵的场景。管理糟糕，明明禁止携带火种，山上抽烟的人比比皆是，入口处的安检形同虚设。随处可见的**，甚至见到了，环卫工为了拿**篓底下的矿泉水瓶而把上面的泡面盖扔出去，我都惊呆了。山上的物价也是高，也爬了不少的山泰山，华山，黄山，太行山。都没有这么高的物价，山上的东西贵能理解但不能离谱吧。从来没有这么失望。总结:山上的风景还是不错的，是一个值得打卡的地点，也是非常的出片，但是对于注重旅游质量的人，我觉得需要考虑一下。,3,优点风景还是不错了十里画屏有种国画的美感金殿也是非常出片的地方缺点道路修的比较的窄如果客流量多了以后可能会拥堵路上见到了两次因为拥堵而发生争吵的场景管理糟糕明明禁止携带火种山上抽烟的人比比皆是入口处的安检形同虚设随处可见的甚至见到了环卫工为了拿篓底下的矿泉水瓶而把上面的泡面盖扔出去我都惊呆了山上的物价也是高也爬了不少的山泰山华山黄山太行山都没有这么高的物价山上的东西贵能理解但不能离谱吧从来没有这么失望总结山上的风景还是不错的是一个值得打卡的地点也是非常的出片但是对于注重旅游质量的人我觉得需要考虑一下,优点 风景 不错 十里 画屏 有种 国画 美感 金殿 非常 出片 地方 缺点 道路 修 比较 窄 客流量 以后 可能 会 拥堵 路上 见到 两次 拥堵 发生 争吵 场景 管理 糟糕 明明 禁止 携带 火种 山上 抽烟 比比皆是 入口处 安检 形同虚设 随处可见 见到 环卫工 拿篓 底下 矿泉水瓶 上面 泡面 盖 扔出去 惊呆 山上 物价 高 爬 不少 山 泰山 华山 黄山 太行山 高 物价 山上 东西 贵能 理解 不能 离谱 从来 失望 总结 山上 风景 不错 一个 值得 打卡 地点 非常 出片 注重 旅游 质量 觉得 需要 考虑一下
1709740800,陕西,196f4ad1-133b-42d8-86df-8602487632b9,同程会员_338C135BB36,老君山景区可以，导游自己忘了收费都过了一个月，然后他找我收费,3,老君山景区可以导游自己忘了收费都过了一个月然后他找我收费,老君山 景区 导游 忘 收费 一个月 找 收费
1702051200,安徽,3b78b206-38cd-48f0-a7a8-8c826a6b4f81,4EF343541CEC4B99,方便快捷，略有优惠，还行吧！,10,方便快捷略有优惠还行吧,方便快捷 略有 优惠 还行
1674489600,河南,9489e6b4-2ec5-46df-8fa6-41350e6bc0ba,E829DEE0901A3944,老君山风景区！风景这边独好!,10,老君山风景区风景这边独好,老君山 风景区 风景 独好
1681488000,河南,a4696e5b-e8a5-4cbf-9563-55d061e0e08d,139ummzl855,非常棒非常非常值得一去,10,非常棒非常非常值得一去,非常 棒 非常 非常 值得 一去
1713456000,江西,33af3ea7-1a66-4d43-b645-ee2e175a84f3,同程会员_E1B83E48EAE,孔导游认真负责有经验，能够为游客着想，根据游客情况及时调整集合时间，关注赶高铁的游客怕赶不上火车,10,孔导游认真负责有经验能够为游客着想根据游客情况及时调整集合时间关注赶高铁的游客怕赶不上火车,孔 导游 认真负责 经验 能够 游客 着想 游客 情况 及时 调整 集合时间 关注 高铁 游客 怕 赶不上 火车
1697817600,河南,4836aa25-9ba9-4bfd-b840-6ee620b1e1e0,13891321213,超赞的景点。很开心，推荐索道一二都坐。山顶风景秀丽。就是人太多了。最好再来个无人机航拍,10,超赞的景点很开心推荐索道一二都坐山顶风景秀丽就是人太多了最好再来个无人机航拍,超赞 景点 开心 推荐 索道 一二 坐 山顶 风景秀丽 人太多 最好 再来 无人机 航拍
1687881600,河南,0a3543e1-9f53-40cc-8bc5-684c06114a3c,同程会员_E11DA3B2DB9,非常不錯的一次體驗，同行的小袁導遊非常貼心，少走很多彎路。,10,非常不錯的一次體驗同行的小袁導遊非常貼心少走很多彎路,非常 不錯 一次 體驗 同行 袁導遊 非常 貼心少 走 很多 彎路
1679155200,河南,918f8be7-f6e4-4542-9f82-492eb5feddf5,同程会员_1E02C9E0B6F,不管是吃住都非常方便，景色漂亮又好玩，价格还不贵，很棒的体验,10,不管是吃住都非常方便景色漂亮又好玩价格还不贵很棒的体验,吃 住 非常 方便 景色 漂亮 好玩 价格 不贵 很棒 体验
1694966400,河南,6bdb22ef-a6d9-4609-99dd-38246f025791,同程会员_C4E31EA2230,小袁导游服务很好，讲解非常到位。整体一天玩下来很充实。,10,小袁导游服务很好讲解非常到位整体一天玩下来很充实,袁 导游 服务 很好 讲解 非常 到位 整体 一天 玩 下来 充实
1712505600,河南,b43e7831-78e9-4b9f-a50e-36b6be2c1e58,同程会员_D545D3FBA49,上山索道排队一个半小时，下山索道排队50分钟，山上没有云海，建筑都是2000年以后修的，不知道为什么那么火？一处古迹没有,3,上山索道排队一个半小时下山索道排队分钟山上没有云海建筑都是年以后修的不知道为什么那么火一处古迹没有,上山 索道 排队 一个半 小时 下山 索道 排队 分钟 山上 云海 建筑 年 以后 修 知道 火 一处 古迹
1696262400,河南,86c4b7f4-9779-4da2-ad69-5956eb1c4cb8,同程会员_EF73F647104,卫生不行，而且地方好小，是目前体验，最差的一次住行，床太硬了，睡不好！,3,卫生不行而且地方好小是目前体验最差的一次住行床太硬了睡不好,卫生 不行 地方 目前 体验 最差 一次 住 行床 太 硬 睡 不好
1696262400,河南,86a5938e-5f56-4d8e-907b-e4a16e3d690c,同程会员_AD5353F5C63,实在过份啦，说好的晚上八点返程回洛阳，等到马上9点半还没有发车！服务太差啦,3,实在过份啦说好的晚上八点返程回洛阳等到马上点半还没有发车服务太差啦,实在 过份 说好 晚上 八点 返程 回 洛阳 马上 点半 发车 服务 太差
1675526400,山西,2d61b021-c17b-4278-bd69-3589600a961e,E3192779BF2987D3,非常好，老君山的风景非常优美，第一段索道还是有必要坐的。,10,非常好老君山的风景非常优美第一段索道还是有必要坐的,非常 老君山 风景 非常 优美 第一段 索道 必要 坐
1681228800,河南,e985b821-5403-4dfa-8469-45ddff26427a,同程会员_3C39B7DBFEF,人比景都多  景区在建设中  好多景点不对外开放  金顶在维修,3,人比景都多景区在建设中好多景点不对外开放金顶在维修,人比景 景区 在建设中 好多 景点 对外开放 金顶 维修
1674576000,河南,1fdb0323-4f5b-472f-9a31-e49895b35128,13992sdaora,"景区工作人员服务好,景区景色一般。",6,景区工作人员服务好景区景色一般,景区 工作人员 服务 景区 景色
1682265600,北京,7eb2fa5a-a80d-4dbd-b8ef-5b5846ab85a2,同程会员_81AB11D281D,提前购票省心省时又省钱，👍老君山一定要来看看,10,提前购票省心省时又省钱老君山一定要来看看,提前 购票 省心 省时 省钱 老君山 一定 看看
1696521600,安徽,153a89a6-8eae-4855-9ef5-c52ebd81bfe3,同程会员_064D5F162EA,好风光，祖国大好河山美哉！！！,10,好风光祖国大好河山美哉,风光 祖国 大好河山 美哉
1701014400,山东,3dacf0a4-9b3f-455f-b733-b4fad144f6a9,同程会员_CA3F4747B35,风景和别的地方比真的一般，必须坐索道,6,风景和别的地方比真的一般必须坐索道,风景 地方 真的 必须 坐 索道
1726502400,河南,393d9df8-3e2d-4a55-88f1-b487392d25c6,同程会员_8A34E2E4813,导游非常专业，讲解清晰，服务周到,10,导游非常专业讲解清晰服务周到,导游 非常 专业 讲解 清晰 服务周到
1711468800,未知,e777e3e5-e7de-47c8-9ffe-f179adc9960a,BB06C7B48662DB15,不虚此行啊，导游小邱美女介绍的太详细了，每一步都讲的明明白白的，是很温柔，知道的信息也多，特别特别喜欢，下次也爬的时候还找她,10,不虚此行啊导游小邱美女介绍的太详细了每一步都讲的明明白白的是很温柔知道的信息也多特别特别喜欢下次也爬的时候还找她,不虚此行 导游 邱 美女 介绍 太 详细 一步 讲 明明白白 温柔 知道 信息 特别 特别 喜欢 下次 爬 找
1677081600,上海,ba9100b6-ef88-4160-a896-fac2fd80e39b,13661chygha,用法简单，值得购买，还次还会,10,用法简单值得购买还次还会,用法 简单 值得 购买 还次 会
1675872000,河南,d803d232-2ade-4a51-ab44-d23499693416,同程会员_C6AF7FD10C5,非常方便，购票时下载二维码，凭二维码进入景区。,10,非常方便购票时下载二维码凭二维码进入景区,非常 方便 购票 时 下载 二维码 二维码 进入 景区
1687536000,河南,ed202875-0d7c-47d2-b09d-ec0d90ffc8f6,同程会员_CADB19D43B1,性价比高，比自己个人出行更方便，服务态度好🉑,10,性价比高比自己个人出行更方便服务态度好,性价比 高比 个人 出行 更 方便 服务态度
1719504000,湖北,aa31d002-32d2-47fc-b385-b3c153f482ba,同程会员_F9644C50CB9,💰门票价格：比到景区买便宜，刷身份证方便,10,门票价格比到景区买便宜刷身份证方便,门票价格 景区 买 便宜 刷 身份证 方便
1695484800,新疆,800b2e4d-5e06-4104-89f9-9cea164facdb,同程会员_46E2C673D7C,使用方便，价格优惠，推荐,10,使用方便价格优惠推荐,使用方便 价格 优惠 推荐
1683129600,河南,effbd09c-06b0-4c16-b71d-5e7b5be959b4,同程会员_12E8B1B11BB,老君山，体验很不错哦！,10,老君山体验很不错哦,老君山 体验 不错
1684339200,河北,12e78ee8-c2f1-4ed0-8d6e-802361bc0768,13832agqdta,网上订好票直接排队坐索道即可,10,网上订好票直接排队坐索道即可,网上 订好 票 直接 排队 坐 索道 即可
1692028800,河南,436fb249-7bfa-4f3e-9682-6a6521d29197,5D8970C0F2AE66C1,旅行愉快！风景如画，人间仙境。值得一去的,10,旅行愉快风景如画人间仙境值得一去的,旅行愉快 风景如画 人间仙境 值得 一去
1673366400,河南,ef5ba9ca-16be-4511-be40-08d494e187ce,同程会员_533E24FF682,从信阳到洛阳，远赴人间惊鸿宴，不虚此行,10,从信阳到洛阳远赴人间惊鸿宴不虚此行,信阳 洛阳 远 赴 人间 惊鸿 宴 不虚此行
1688745600,河南,f0f136c7-76c2-43f8-9537-cd08eaafb052,同程会员_AFA8744498B,一句青春没有售价  我的腿从山下抖到山上,10,一句青春没有售价我的腿从山下抖到山上,一句 青春 售价 腿 山下 抖到 山上
1716048000,陕西,4d993977-15bd-4761-9ea4-be04b187f72d,同程会员_99E34778E07,商业味太浓满满的套路！环境也不如三清山好！,6,商业味太浓满满的套路环境也不如三清山好,商业 味 太 浓 满满的 套路 环境 三清山
1689436800,河北,7749a208-55e2-4199-be12-12f1811147f0,myt99ch,景色很好，值得一看。,10,景色很好值得一看,景色 很好 值得一看
1683561600,安徽,21ba557b-7567-4b9c-be47-457da7a5a8f9,晨曦宝贝2012,五一去的，要求提订票，看见了就定了，价格比实地买要优惠很多,10,五一去的要求提订票看见了就定了价格比实地买要优惠很多,五一 要求 提 订票 看见 定 价格比 实地 买要 优惠 很多
1675267200,河南,4de99d04-7668-4c37-996e-f355b8e50e6d,同程会员_903E39DE7D9,老君山挺好看，但是天气预报该**，山上没下雪，下次一定要看上雪景,10,老君山挺好看但是天气预报该山上没下雪下次一定要看上雪景,老君山 挺 好看 天气预报 山上 没 下雪 下次 一定 雪景
1677859200,河南,f6267b3d-0900-4abd-a6b0-2bb102482c8d,同程会员_50F07B85871,如果热衷于山，建议去中华五大名山。老君山这两年才火，被捧起来的 ,3,如果热衷于山建议去中华五大名山老君山这两年才火被捧起来的,热衷于 山 建议 中华 五大 名山 老君山 两年 火 捧 起来
1675267200,河南,d19f8480-899c-4e4d-91b5-f921ec90e2af,同程会员_1C00EA2008E,景色宜人，雪景更美，就是太滑了,10,景色宜人雪景更美就是太滑了,景色宜人 雪景 更美 太滑
1702396800,河南,4b147448-a7bf-42c3-b2a4-484cb6e0d0b4,33FC8F97B4BBE9E3,果然天上人间，惊鸿一瞥！,10,果然天上人间惊鸿一瞥,天上人间 惊鸿一瞥
1682870400,河南,e4c97434-f03a-4719-a6a0-b88facc96b99,知足等于常乐,人真多，一次愉快的旅行,10,人真多一次愉快的旅行,人真多 一次 愉快 旅行
1727539200,河南,acf391b1-641e-4c9e-bcd7-e45e429eb374,同程会员_03E5D74DB7A,客服下班了，我怎么退。,3,客服下班了我怎么退,客服 下班 退
1702051200,安徽,00f21ab1-48f5-459e-9218-6d1bdf695695,4EF343541CEC4B99,方便快捷而且还省了15元，希望优惠力度更大点。,10,方便快捷而且还省了元希望优惠力度更大点,方便快捷 还省 元 希望 优惠 力度 更大点
1725984000,河南,3d785c5d-ce52-4e0a-8952-255ef6da3aff,同程会员_300007E2422,非常好，导游耐心，合格,10,非常好导游耐心合格,非常 导游 耐心 合格
1726848000,河南,56bc6da8-2b9e-4862-9734-974218389fa4,同程会员_D7D1A67016A,不建议，想一个人的玩别买这个,3,不建议想一个人的玩别买这个,建议 想 一个 玩别 买
1683129600,河南,56f8e529-65bb-4e2b-8a9a-c1a0e966257d,wzy1119,验票便捷，出行方便！,10,验票便捷出行方便,验票 便捷 出行 方便
1698595200,河南,da1932b2-168e-4bc0-9b58-82896be0348b,同程会员_0943E513D20,缆车很多 不累 四个小时够了,10,缆车很多不累四个小时够了,缆车 很多 累 四个 小时 够
1692028800,河南,ab8dfd63-5f78-4574-8a6a-5ccc14c86f6d,5D8970C0F2AE66C1,人间仙境，山上风景如画。名不虚传！,10,人间仙境山上风景如画名不虚传,人间仙境 山上 风景如画 名不虚传
1692806400,安徽,e70cdfa2-0f22-4d81-85f1-1a5fbe3d9211,Mikehu,有些优惠，还行，老君山适合一日游。,10,有些优惠还行老君山适合一日游,优惠 行 老君山 适合 一日游
1676304000,湖北,277e922a-6f16-4640-868d-4238965036f4,同程会员_0FB3FA424E0,下雪天来的，雪景很不错！,10,下雪天来的雪景很不错,下雪天 雪景 不错
1682956800,河南,160e293c-7f50-473c-9090-03effef73a5a,同程会员_60C9B53CA11,十里画屏很惊艳，上面的金顶还可以,10,十里画屏很惊艳上面的金顶还可以,十里 画屏 惊艳 上面 金顶
1682870400,河南,5af58182-8d59-47a5-bd85-cf4c5b1e9577,906A848F300E766C,挺好的，植被有点少哦,10,挺好的植被有点少哦,挺 植被 少
1691424000,河南,cf250c54-1883-4fe5-8f27-053845964577,同程会员_0E5322F0612,导游很负责任！细心开朗！,10,导游很负责任细心开朗,导游 负责 细心 开朗
